Date,SPY,IWM,EFA,EEM,VNQ,TLT,IEF,LQD,GLD,DBC,SHY
2006-03-01,88.6142807006836,56.209171295166016,34.51806640625,21.908721923828125,27.890066146850586,46.971153259277344,48.1065673828125,46.94167709350586,56.099998474121094,18.424036026000977,54.51202392578125
2006-03-02,88.607421875,55.97335433959961,34.45237350463867,21.92632484436035,27.856050491333008,46.644126892089844,47.914222717285156,46.726097106933594,56.7400016784668,18.757001876831055,54.53253936767578
2006-03-03,88.19645690917969,55.69195556640625,34.310062408447266,21.561105728149414,27.703060150146484,46.37421417236328,47.79764938354492,46.63809585571289,56.279998779296875,18.931411743164062,54.47787857055664
2006-03-06,87.79232025146484,55.25840759277344,34.17869186401367,21.231096267700195,28.20457649230957,45.9692497253418,47.64611053466797,46.396121978759766,55.22999954223633,18.630159378051758,54.49837112426758
2006-03-07,87.65531921386719,54.45975875854492,33.76266098022461,20.483051300048828,27.86455726623535,46.000396728515625,47.66938400268555,46.37413024902344,54.95000076293945,18.30512046813965,54.49837112426758
2006-03-08,87.84027862548828,54.64990997314453,33.877620697021484,20.604063034057617,28.009056091308594,45.98482131958008,47.69272232055664,46.396121978759766,53.970001220703125,18.011795043945312,54.53253936767578
2006-03-09,87.2511978149414,54.17072677612305,33.83930587768555,20.395050048828125,28.238574981689453,46.000396728515625,47.73935317993164,46.38728713989258,54.2400016784668,18.19413185119629,54.55303955078125
2006-03-10,88.07999420166016,55.00738525390625,34.353851318359375,20.824073791503906,28.493589401245117,45.82906723022461,47.64611053466797,46.506103515625,53.83000183105469,18.114856719970703,54.49837112426758
2006-03-13,88.24440002441406,55.121490478515625,34.63848114013672,20.802066802978516,28.306583404541016,45.792728424072266,47.60535430908203,46.44450378417969,54.310001373291016,18.352684020996094,54.49837112426758
2006-03-14,89.16907501220703,55.72996520996094,35.005226135253906,21.451108932495117,28.510583877563477,46.09905242919922,47.87924575805664,46.74370574951172,54.869998931884766,18.622228622436523,54.60768127441406
2006-03-15,89.5663833618164,56.23958206176758,35.13113021850586,21.699722290039062,29.050378799438477,45.849853515625,47.791812896728516,46.67330551147461,55.119998931884766,18.416107177734375,54.621315002441406
2006-03-16,89.75133514404297,56.11027145385742,35.24608612060547,21.506101608276367,29.352134704589844,46.265140533447266,48.09489059448242,46.92848587036133,55.34000015258789,18.574663162231445,54.71696090698242
2006-03-17,89.82627868652344,56.338478088378906,35.415767669677734,21.657909393310547,29.61566162109375,46.125,47.99581527709961,46.884490966796875,55.119998931884766,18.487457275390625,54.69648361206055
2006-03-20,89.681884765625,56.308074951171875,35.486934661865234,21.78112030029297,29.11719512939453,46.19763946533203,48.08906555175781,46.93730926513672,55.16999816894531,18.1069278717041,54.723777770996094
2006-03-21,89.1179428100586,55.52460861206055,35.12019348144531,21.341096878051758,28.779462814331055,45.95885467529297,47.890907287597656,46.76130294799805,54.83000183105469,18.170351028442383,54.628177642822266
2006-03-22,89.6612319946289,56.384090423583984,35.4486198425293,21.576505661010742,28.843595504760742,46.057533264160156,47.94917297363281,46.752525329589844,54.75,18.13863754272461,54.641815185546875
2006-03-23,89.47554016113281,56.62751007080078,35.02165222167969,21.376296997070312,28.92054557800293,45.912147521972656,47.82676696777344,46.726097106933594,54.70000076293945,18.44782066345215,54.628177642822266
2006-03-24,89.54432678222656,57.0993766784668,35.30082321166992,21.561105728149414,28.877796173095703,46.24956512451172,48.03658676147461,46.84046936035156,55.709999084472656,18.408180236816406,54.70330810546875
2006-03-27,89.41365814208984,57.107025146484375,35.240596771240234,21.693117141723633,28.544349670410156,46.07825469970703,47.93169021606445,46.84046936035156,56.38999938964844,18.5191707611084,54.689697265625
2006-03-28,88.86351013183594,56.809715270996094,34.901241302490234,21.29709243774414,28.860687255859375,45.64738464355469,47.69856643676758,46.62051773071289,56.060001373291016,18.757001876831055,54.641815185546875
2006-03-29,89.42056274414062,57.861751556396484,35.36103439331055,21.70411491394043,29.39933967590332,45.42935562133789,47.65190124511719,46.576507568359375,57.06999969482422,18.88384437561035,54.641815185546875
2006-03-30,89.26241302490234,57.709266662597656,35.787994384765625,21.81412124633789,28.976112365722656,45.11268615722656,47.51205825805664,46.435707092285156,58.599998474121094,19.11374855041504,54.6145133972168
2006-03-31,89.28300476074219,57.915069580078125,35.53620529174805,21.78112030029297,29.03596305847168,45.09711837768555,47.547035217285156,46.33012390136719,58.099998474121094,18.97897720336914,54.6350212097168
2006-04-03,89.21424865722656,57.434818267822266,35.92483901977539,22.397153854370117,28.53577995300293,45.111663818359375,47.49441146850586,46.368961334228516,58.470001220703125,19.066181182861328,54.604862213134766
2006-04-04,89.78504180908203,57.69401931762695,36.20947265625,22.529159545898438,28.339128494262695,45.06475830078125,47.500244140625,46.41318893432617,58.33000183105469,18.963119506835938,54.64598846435547
2006-04-05,90.09447479248047,57.991329193115234,36.329917907714844,22.760173797607422,28.493043899536133,45.127349853515625,47.6113166809082,46.567832946777344,58.65999984741211,19.0820369720459,54.65282440185547
